thumb_segment_0_0_R,thumb_segment_0_0_G,thumb_segment_0_0_B,thumb_segment_1_0_R,thumb_segment_1_0_G,thumb_segment_1_0_B,index_segment_0_0_R,index_segment_0_0_G,index_segment_0_0_B,index_segment_1_0_R,index_segment_1_0_G,index_segment_1_0_B,index_segment_2_0_R,index_segment_2_0_G,index_segment_2_0_B,middle_segment_0_0_R,middle_segment_0_0_G,middle_segment_0_0_B,middle_segment_1_0_R,middle_segment_1_0_G,middle_segment_1_0_B,middle_segment_2_0_R,middle_segment_2_0_G,middle_segment_2_0_B,ring_segment_0_0_R,ring_segment_0_0_G,ring_segment_0_0_B,ring_segment_1_0_R,ring_segment_1_0_G,ring_segment_1_0_B,ring_segment_2_0_R,ring_segment_2_0_G,ring_segment_2_0_B,pinky_segment_0_0_R,pinky_segment_0_0_G,pinky_segment_0_0_B,pinky_segment_1_0_R,pinky_segment_1_0_G,pinky_segment_1_0_B,pinky_segment_2_0_R,pinky_segment_2_0_G,pinky_segment_2_0_B,Source,Label,thumb_segment_0_1_R,thumb_segment_0_1_G,thumb_segment_0_1_B,thumb_segment_1_1_R,thumb_segment_1_1_G,thumb_segment_1_1_B,index_segment_0_1_R,index_segment_0_1_G,index_segment_0_1_B,index_segment_1_1_R,index_segment_1_1_G,index_segment_1_1_B,index_segment_2_1_R,index_segment_2_1_G,index_segment_2_1_B,middle_segment_0_1_R,middle_segment_0_1_G,middle_segment_0_1_B,middle_segment_1_1_R,middle_segment_1_1_G,middle_segment_1_1_B,middle_segment_2_1_R,middle_segment_2_1_G,middle_segment_2_1_B,ring_segment_0_1_R,ring_segment_0_1_G,ring_segment_0_1_B,ring_segment_1_1_R,ring_segment_1_1_G,ring_segment_1_1_B,ring_segment_2_1_R,ring_segment_2_1_G,ring_segment_2_1_B,pinky_segment_0_1_R,pinky_segment_0_1_G,pinky_segment_0_1_B,pinky_segment_1_1_R,pinky_segment_1_1_G,pinky_segment_1_1_B,pinky_segment_2_1_R,pinky_segment_2_1_G,pinky_segment_2_1_B
244.66666666666666,196.77777777777777,181.22222222222223,218.88888888888889,164.55555555555554,138.33333333333334,240.88888888888889,180.11111111111111,159.55555555555554,238.11111111111111,194.44444444444446,170.66666666666666,242.0,201.11111111111111,182.77777777777777,243.88888888888889,181.0,162.88888888888889,238.0,180.55555555555554,162.22222222222223,238.77777777777777,184.0,161.66666666666666,245.77777777777777,192.22222222222223,178.11111111111111,244.22222222222223,198.55555555555554,182.44444444444446,234.44444444444446,189.11111111111111,170.22222222222223,248.77777777777777,198.11111111111111,183.44444444444446,237.77777777777777,196.66666666666666,177.66666666666666,247.33333333333334,200.22222222222223,180.0,h10nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.55555555555554,173.22222222222223,148.55555555555554,244.44444444444446,200.55555555555554,175.44444444444446,237.0,156.33333333333334,131.33333333333334,237.0,169.55555555555554,139.55555555555554,236.88888888888889,169.33333333333334,136.11111111111111,243.11111111111111,168.66666666666666,146.88888888888889,236.11111111111111,176.55555555555554,145.11111111111111,234.88888888888889,183.22222222222223,153.11111111111111,247.22222222222223,190.44444444444446,171.11111111111111,240.0,193.33333333333334,170.22222222222223,225.0,140.77777777777777,107.77777777777777,250.33333333333334,194.33333333333334,181.55555555555554,248.11111111111111,209.55555555555554,186.11111111111111,244.66666666666666,205.44444444444446,182.77777777777777,h11nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
190.33333333333334,132.33333333333334,110.55555555555556,206.33333333333334,164.66666666666666,141.44444444444446,215.66666666666666,160.44444444444446,147.44444444444446,212.33333333333334,156.55555555555554,140.22222222222223,214.77777777777777,156.33333333333334,141.66666666666666,201.77777777777777,134.33333333333334,118.77777777777777,184.66666666666666,118.66666666666667,97.55555555555556,197.44444444444446,137.22222222222223,116.44444444444444,197.88888888888889,134.77777777777777,117.0,194.22222222222223,139.0,112.22222222222223,200.77777777777777,131.44444444444446,113.77777777777777,186.11111111111111,120.11111111111111,97.33333333333333,185.88888888888889,124.44444444444444,104.0,200.77777777777777,125.88888888888889,105.11111111111111,h12nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
218.33333333333334,166.66666666666666,149.44444444444446,222.0,179.33333333333334,159.88888888888889,230.22222222222223,178.0,165.66666666666666,224.88888888888889,182.55555555555554,167.33333333333334,217.33333333333334,168.66666666666666,152.11111111111111,219.0,166.33333333333334,150.22222222222223,212.0,159.55555555555554,139.77777777777777,217.44444444444446,173.66666666666666,158.66666666666666,215.44444444444446,163.66666666666666,146.33333333333334,221.66666666666666,172.0,152.88888888888889,215.66666666666666,169.77777777777777,149.22222222222223,217.0,161.77777777777777,147.44444444444446,216.55555555555554,163.11111111111111,148.0,219.77777777777777,166.0,153.44444444444446,h13nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.77777777777777,177.22222222222223,161.88888888888889,226.66666666666666,189.44444444444446,168.33333333333334,219.33333333333334,171.77777777777777,152.88888888888889,226.22222222222223,185.11111111111111,166.22222222222223,227.55555555555554,180.0,162.44444444444446,230.22222222222223,178.66666666666666,166.11111111111111,223.0,182.55555555555554,166.55555555555554,229.77777777777777,189.33333333333334,167.88888888888889,226.11111111111111,176.55555555555554,163.33333333333334,226.33333333333334,185.11111111111111,167.11111111111111,225.55555555555554,186.0,170.0,225.44444444444446,180.22222222222223,165.11111111111111,221.22222222222223,183.33333333333334,164.33333333333334,226.0,183.77777777777777,166.11111111111111,h14nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
240.33333333333334,197.77777777777777,194.22222222222223,241.66666666666666,213.0,206.0,241.44444444444446,176.44444444444446,170.66666666666666,236.88888888888889,182.33333333333334,166.55555555555554,240.55555555555554,185.0,171.11111111111111,237.66666666666666,173.33333333333334,165.66666666666666,237.11111111111111,190.33333333333334,175.33333333333334,240.44444444444446,190.33333333333334,173.22222222222223,235.88888888888889,179.66666666666666,169.33333333333334,238.0,193.22222222222223,179.77777777777777,242.88888888888889,190.77777777777777,177.22222222222223,240.11111111111111,177.88888888888889,171.44444444444446,239.11111111111111,194.66666666666666,182.11111111111111,243.55555555555554,191.55555555555554,175.44444444444446,h15nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
230.55555555555554,150.0,131.77777777777777,217.88888888888889,152.88888888888889,126.33333333333333,228.22222222222223,144.88888888888889,129.66666666666666,227.55555555555554,157.22222222222223,137.77777777777777,226.44444444444446,160.11111111111111,134.77777777777777,230.55555555555554,141.77777777777777,128.44444444444446,224.66666666666666,155.11111111111111,137.0,231.66666666666666,160.66666666666666,139.11111111111111,233.0,148.44444444444446,138.44444444444446,222.44444444444446,156.11111111111111,137.55555555555554,231.55555555555554,164.77777777777777,139.66666666666666,225.77777777777777,153.33333333333334,133.66666666666666,227.22222222222223,167.88888888888889,146.77777777777777,221.11111111111111,155.77777777777777,136.88888888888889,h16nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
223.22222222222223,158.44444444444446,138.77777777777777,210.11111111111111,154.33333333333334,116.55555555555556,248.33333333333334,189.44444444444446,180.44444444444446,239.22222222222223,191.66666666666666,170.0,248.33333333333334,209.66666666666666,192.55555555555554,241.11111111111111,173.88888888888889,162.33333333333334,242.0,192.55555555555554,172.44444444444446,249.44444444444446,204.44444444444446,183.44444444444446,246.88888888888889,188.22222222222223,175.33333333333334,247.66666666666666,206.22222222222223,187.77777777777777,242.0,190.11111111111111,167.22222222222223,241.33333333333334,183.0,171.88888888888889,244.33333333333334,202.44444444444446,183.88888888888889,248.55555555555554,199.33333333333334,181.44444444444446,h17nl.png,1,202.44444444444446,144.22222222222223,121.11111111111111,225.66666666666666,180.55555555555554,150.22222222222223,244.22222222222223,187.11111111111111,172.44444444444446,242.11111111111111,194.33333333333334,175.55555555555554,244.33333333333334,200.55555555555554,177.77777777777777,251.88888888888889,202.88888888888889,185.33333333333334,242.77777777777777,190.33333333333334,169.55555555555554,247.22222222222223,198.55555555555554,174.55555555555554,249.66666666666666,195.66666666666666,185.11111111111111,247.55555555555554,204.77777777777777,183.55555555555554,246.0,199.0,175.88888888888889,249.66666666666666,190.55555555555554,179.44444444444446,243.44444444444446,206.44444444444446,185.88888888888889,249.44444444444446,209.33333333333334,194.0
222.0,151.88888888888889,136.88888888888889,214.55555555555554,149.0,129.33333333333334,217.33333333333334,145.44444444444446,134.22222222222223,213.77777777777777,146.55555555555554,125.77777777777777,220.33333333333334,151.55555555555554,131.55555555555554,188.0,109.66666666666667,96.11111111111111,212.55555555555554,128.22222222222223,121.22222222222223,216.77777777777777,161.44444444444446,143.88888888888889,172.44444444444446,107.33333333333333,103.44444444444444,225.33333333333334,152.11111111111111,136.77777777777777,173.77777777777777,102.33333333333333,83.11111111111111,224.66666666666666,155.11111111111111,142.33333333333334,216.11111111111111,151.44444444444446,134.44444444444446,230.0,168.66666666666666,152.33333333333334,h19nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
247.55555555555554,192.88888888888889,175.11111111111111,244.0,200.0,180.0,248.44444444444446,182.77777777777777,162.0,253.0,211.0,191.0,249.55555555555554,204.55555555555554,185.55555555555554,253.33333333333334,203.55555555555554,190.11111111111111,250.22222222222223,213.44444444444446,194.0,249.22222222222223,205.33333333333334,183.33333333333334,254.0,197.66666666666666,182.66666666666666,252.44444444444446,219.44444444444446,203.11111111111111,250.66666666666666,213.33333333333334,194.0,251.77777777777777,206.22222222222223,191.66666666666666,253.22222222222223,215.11111111111111,200.11111111111111,253.66666666666666,222.0,208.0,h1nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229.22222222222223,147.0,119.77777777777777,238.66666666666666,174.66666666666666,156.0,223.55555555555554,141.0,112.88888888888889,232.66666666666666,166.88888888888889,137.55555555555554,226.88888888888889,161.66666666666666,135.88888888888889,231.55555555555554,150.0,120.55555555555556,239.44444444444446,165.22222222222223,138.44444444444446,236.0,172.66666666666666,146.33333333333334,229.55555555555554,150.11111111111111,122.33333333333333,229.55555555555554,156.88888888888889,129.55555555555554,240.44444444444446,177.88888888888889,150.44444444444446,230.44444444444446,151.55555555555554,126.22222222222223,221.33333333333334,154.22222222222223,128.0,236.33333333333334,176.44444444444446,150.55555555555554,h20nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
251.11111111111111,211.88888888888889,200.22222222222223,243.55555555555554,214.66666666666666,204.88888888888889,247.33333333333334,215.55555555555554,212.55555555555554,252.88888888888889,226.0,212.22222222222223,252.22222222222223,228.44444444444446,218.0,250.66666666666666,221.22222222222223,217.44444444444446,249.55555555555554,224.22222222222223,211.22222222222223,254.55555555555554,228.55555555555554,222.44444444444446,246.66666666666666,214.11111111111111,202.88888888888889,251.33333333333334,223.0,214.22222222222223,248.11111111111111,222.44444444444446,211.0,248.88888888888889,224.44444444444446,218.33333333333334,253.77777777777777,229.66666666666666,222.22222222222223,253.33333333333334,226.33333333333334,216.55555555555554,h22nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
243.66666666666666,175.33333333333334,155.33333333333334,235.66666666666666,188.0,174.77777777777777,243.33333333333334,171.11111111111111,165.77777777777777,235.77777777777777,174.55555555555554,154.55555555555554,226.88888888888889,177.66666666666666,156.22222222222223,230.33333333333334,156.22222222222223,143.77777777777777,236.0,173.44444444444446,156.44444444444446,241.11111111111111,190.11111111111111,163.77777777777777,230.33333333333334,158.22222222222223,150.66666666666666,236.22222222222223,183.66666666666666,164.22222222222223,233.44444444444446,176.11111111111111,148.66666666666666,229.55555555555554,160.44444444444446,144.66666666666666,236.55555555555554,187.11111111111111,164.88888888888889,234.88888888888889,191.88888888888889,173.66666666666666,h24nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
