thumb_segment_0_0_R,thumb_segment_0_0_G,thumb_segment_0_0_B,thumb_segment_1_0_R,thumb_segment_1_0_G,thumb_segment_1_0_B,index_segment_0_0_R,index_segment_0_0_G,index_segment_0_0_B,index_segment_1_0_R,index_segment_1_0_G,index_segment_1_0_B,index_segment_2_0_R,index_segment_2_0_G,index_segment_2_0_B,middle_segment_0_0_R,middle_segment_0_0_G,middle_segment_0_0_B,middle_segment_1_0_R,middle_segment_1_0_G,middle_segment_1_0_B,middle_segment_2_0_R,middle_segment_2_0_G,middle_segment_2_0_B,ring_segment_0_0_R,ring_segment_0_0_G,ring_segment_0_0_B,ring_segment_1_0_R,ring_segment_1_0_G,ring_segment_1_0_B,ring_segment_2_0_R,ring_segment_2_0_G,ring_segment_2_0_B,pinky_segment_0_0_R,pinky_segment_0_0_G,pinky_segment_0_0_B,pinky_segment_1_0_R,pinky_segment_1_0_G,pinky_segment_1_0_B,pinky_segment_2_0_R,pinky_segment_2_0_G,pinky_segment_2_0_B,Source,Label,thumb_segment_0_1_R,thumb_segment_0_1_G,thumb_segment_0_1_B,thumb_segment_1_1_R,thumb_segment_1_1_G,thumb_segment_1_1_B,index_segment_0_1_R,index_segment_0_1_G,index_segment_0_1_B,index_segment_1_1_R,index_segment_1_1_G,index_segment_1_1_B,index_segment_2_1_R,index_segment_2_1_G,index_segment_2_1_B,middle_segment_0_1_R,middle_segment_0_1_G,middle_segment_0_1_B,middle_segment_1_1_R,middle_segment_1_1_G,middle_segment_1_1_B,middle_segment_2_1_R,middle_segment_2_1_G,middle_segment_2_1_B,ring_segment_0_1_R,ring_segment_0_1_G,ring_segment_0_1_B,ring_segment_1_1_R,ring_segment_1_1_G,ring_segment_1_1_B,ring_segment_2_1_R,ring_segment_2_1_G,ring_segment_2_1_B,pinky_segment_0_1_R,pinky_segment_0_1_G,pinky_segment_0_1_B,pinky_segment_1_1_R,pinky_segment_1_1_G,pinky_segment_1_1_B,pinky_segment_2_1_R,pinky_segment_2_1_G,pinky_segment_2_1_B
243.30578512396696,194.71900826446281,175.8099173553719,220.17355371900825,165.68595041322314,139.8099173553719,241.26446280991735,181.1404958677686,161.7603305785124,236.15702479338842,188.3801652892562,166.67768595041323,241.79338842975207,197.35537190082644,179.10743801652893,236.78512396694214,175.41322314049586,156.8595041322314,238.62809917355372,184.46280991735537,165.70247933884298,238.47107438016528,186.79338842975207,165.46280991735537,239.32231404958677,188.0082644628099,172.93388429752065,238.93388429752065,191.84297520661158,175.65289256198346,235.98347107438016,187.63636363636363,169.71900826446281,239.37190082644628,191.88429752066116,177.900826446281,236.55371900826447,194.51239669421489,176.9917355371901,239.1900826446281,195.31404958677686,176.94214876033058,h10nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
237.08264462809916,163.9504132231405,141.37190082644628,241.92561983471074,194.87603305785123,170.2479338842975,236.54545454545453,156.94214876033058,133.52892561983472,234.34710743801654,167.94214876033058,139.9917355371901,231.9504132231405,166.2396694214876,133.36363636363637,240.900826446281,165.91735537190084,144.31404958677686,235.7603305785124,177.50413223140495,145.71074380165288,236.17355371900825,185.71074380165288,155.80165289256198,244.05785123966942,184.34710743801654,164.67768595041323,239.04132231404958,191.79338842975207,169.22314049586777,232.38842975206612,158.1487603305785,126.54545454545455,248.32231404958677,193.9504132231405,177.93388429752065,246.06611570247935,205.7603305785124,183.6694214876033,244.84297520661158,205.37190082644628,182.6694214876033,h11nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
198.1487603305785,146.54545454545453,127.85123966942149,198.6198347107438,155.27272727272728,133.1818181818182,214.36363636363637,162.69421487603304,147.74380165289256,205.31404958677686,152.28099173553719,135.31404958677686,206.89256198347107,153.91735537190084,136.45454545454547,205.89256198347107,149.95867768595042,133.38842975206612,189.25619834710744,131.64462809917356,112.78512396694215,209.59504132231405,163.44628099173553,146.06611570247935,204.74380165289256,153.67768595041323,138.73553719008265,196.37190082644628,144.20661157024793,122.61157024793388,208.35537190082644,159.22314049586777,140.69421487603304,198.8512396694215,150.0,133.31404958677686,193.0082644628099,143.48760330578511,125.26446280991736,201.74380165289256,145.89256198347107,128.13223140495867,h12nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
208.70247933884298,161.4793388429752,144.98347107438016,210.55371900826447,169.2479338842975,148.64462809917356,224.91735537190084,180.28099173553719,167.48760330578511,217.28099173553719,175.37190082644628,159.98347107438016,220.40495867768595,173.4793388429752,157.0,221.0909090909091,178.8099173553719,164.10743801652893,213.65289256198346,169.53719008264463,151.41322314049586,220.9917355371901,179.2396694214876,161.74380165289256,217.13223140495867,173.44628099173553,159.1900826446281,215.8512396694215,171.4793388429752,153.54545454545453,217.28925619834712,176.48760330578511,158.7520661157025,218.13223140495867,173.9917355371901,162.54545454545453,213.54545454545453,172.7603305785124,157.79338842975207,216.07438016528926,168.84297520661158,154.51239669421489,h13nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
212.46280991735537,167.6694214876033,151.62809917355372,218.44628099173553,181.31404958677686,161.5206611570248,224.6694214876033,185.8512396694215,169.87603305785123,221.21487603305786,180.8595041322314,164.6694214876033,224.43801652892563,182.5206611570248,165.63636363636363,222.7520661157025,177.20661157024793,164.06611570247935,223.2479338842975,184.95867768595042,168.6198347107438,221.73553719008265,180.21487603305786,159.93388429752065,224.60330578512398,186.40495867768595,173.28099173553719,216.06611570247935,176.099173553719,159.23140495867767,221.93388429752065,182.04132231404958,163.93388429752065,223.16528925619835,186.06611570247935,172.69421487603304,218.91735537190084,182.69421487603304,166.48760330578511,220.82644628099175,178.0082644628099,161.78512396694214,h14nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
239.30578512396696,196.73553719008265,190.08264462809916,239.35537190082644,210.28925619834712,201.28099173553719,239.1900826446281,174.28925619834712,167.20661157024793,237.71900826446281,182.20661157024793,166.26446280991735,235.63636363636363,176.48760330578511,159.6198347107438,238.0082644628099,173.35537190082644,166.08264462809916,236.54545454545453,186.61157024793388,171.51239669421489,240.65289256198346,189.87603305785123,172.72727272727272,235.06611570247935,178.64462809917356,168.1487603305785,237.4793388429752,190.8512396694215,178.03305785123968,243.1404958677686,189.52892561983472,175.91735537190084,238.8512396694215,176.74380165289256,169.02479338842974,239.40495867768595,192.71900826446281,180.36363636363637,237.83471074380165,179.22314049586777,161.0495867768595,h15nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
229.07438016528926,149.4793388429752,130.84297520661158,218.26446280991735,154.64462809917356,127.2396694214876,228.17355371900825,145.97520661157026,129.59504132231405,225.900826446281,156.17355371900825,136.10743801652893,225.87603305785123,159.74380165289256,134.80165289256198,229.0495867768595,142.5702479338843,128.25619834710744,224.26446280991735,155.60330578512398,136.25619834710744,231.82644628099175,161.5785123966942,139.89256198347107,228.39669421487602,148.05785123966942,136.38842975206612,224.6198347107438,159.29752066115702,139.8595041322314,230.02479338842974,163.74380165289256,140.7603305785124,225.89256198347107,154.0,138.20661157024793,226.5702479338843,166.06611570247935,144.3305785123967,221.3801652892562,156.3801652892562,136.93388429752065,h16nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
217.6198347107438,169.13223140495867,153.06611570247935,213.4214876033058,166.98347107438016,137.0909090909091,239.82644628099175,190.900826446281,177.04132231404958,234.2396694214876,186.4214876033058,165.06611570247935,240.15702479338842,195.39669421487602,174.099173553719,237.32231404958677,180.72727272727272,168.69421487603304,235.70247933884298,185.1900826446281,164.32231404958677,239.71900826446281,192.1487603305785,168.40495867768595,240.17355371900825,191.26446280991735,178.34710743801654,238.71074380165288,197.3305785123967,179.71900826446281,242.900826446281,195.5702479338843,172.87603305785123,242.46280991735537,201.3388429752066,189.80165289256198,239.40495867768595,199.84297520661158,183.91735537190084,247.28925619834712,205.20661157024793,189.94214876033058,h17nl.png,1,213.3801652892562,163.4214876033058,147.099173553719,222.71074380165288,177.03305785123968,149.6694214876033,241.5702479338843,197.6694214876033,184.54545454545453,240.4793388429752,198.64462809917356,180.38842975206612,244.88429752066116,204.59504132231405,183.95867768595042,240.37190082644628,192.20661157024793,175.0082644628099,240.36363636363637,193.61157024793388,173.29752066115702,244.55371900826447,201.2396694214876,178.9504132231405,242.099173553719,197.19834710743802,184.76859504132233,238.58677685950414,196.48760330578511,175.97520661157026,245.099173553719,199.6694214876033,177.3388429752066,243.20661157024793,200.05785123966942,187.28099173553719,240.02479338842974,198.49586776859505,181.8512396694215,245.900826446281,206.48760330578511,190.84297520661158
221.83471074380165,152.48760330578511,138.6198347107438,219.36363636363637,153.49586776859505,135.20661157024793,221.84297520661158,149.78512396694214,138.04132231404958,211.68595041322314,143.2396694214876,123.49586776859505,220.32231404958677,149.63636363636363,130.28099173553719,183.96694214876032,106.86776859504133,93.09917355371901,211.69421487603304,135.0909090909091,124.87603305785125,231.95867768595042,188.71900826446281,174.40495867768595,173.27272727272728,111.5702479338843,102.51239669421487,217.3305785123967,144.1818181818182,129.5206611570248,172.79338842975207,101.77685950413223,82.29752066115702,224.31404958677686,152.69421487603304,141.44628099173553,214.0082644628099,150.01652892561984,132.61157024793388,227.9090909090909,166.26446280991735,149.64462809917356,h19nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
249.02479338842974,192.25619834710744,174.50413223140495,244.71900826446281,200.5206611570248,181.6198347107438,248.22314049586777,183.46280991735537,161.77685950413223,251.41322314049586,209.88429752066116,190.02479338842974,248.98347107438016,204.97520661157026,185.15702479338842,253.47107438016528,203.58677685950414,188.94214876033058,250.0,212.49586776859505,193.61157024793388,248.94214876033058,205.5785123966942,183.56198347107437,252.9917355371901,197.58677685950414,182.19834710743802,252.52892561983472,219.39669421487602,203.19834710743802,250.86776859504133,213.16528925619835,193.82644628099175,252.65289256198346,206.1900826446281,191.04132231404958,253.52892561983472,216.5702479338843,200.38842975206612,253.64462809917356,222.93388429752065,208.5702479338843,h1nl.png,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
